ms,valve_a_pct,valve_b_pct,adc0_raw,adc0_volt,adc0_kpa,adc1_raw,adc1_volt,adc1_kpa,tension_0x1B,tension_0x2B,enc_deg
4550,95.0,21.6,3931,4.800,570.1,1540,1.880,134.4,2.52164,2.54734,-42.539
4600,95.0,21.3,3931,4.800,570.1,1540,1.880,134.4,2.52164,2.54734,-42.539
4650,95.0,21.0,3931,4.800,570.1,1540,1.880,134.4,2.52164,2.54734,-43.154
4700,95.0,20.7,3915,4.780,567.2,1504,1.836,127.8,2.50351,2.54063,-43.154
4750,95.0,20.5,3915,4.780,567.2,1504,1.836,127.8,2.50351,2.54063,-43.154
4800,95.0,20.3,3915,4.780,567.2,1504,1.836,127.8,2.50351,2.54063,-43.506
4850,95.0,20.2,3915,4.780,567.2,1504,1.836,127.8,2.50351,2.54063,-43.506
4900,95.0,20.1,3915,4.780,567.2,1504,1.836,127.8,2.50351,2.54063,-43.594
4950,95.0,20.0,3924,4.791,568.8,1477,1.803,122.9,2.49631,2.53347,-43.594
5000,95.0,20.0,3924,4.791,568.8,1477,1.803,122.9,2.49631,2.53347,-43.770
5050,95.0,20.0,3924,4.791,568.8,1477,1.803,122.9,2.49631,2.53347,-43.770
5100,95.0,20.1,3924,4.791,568.8,1477,1.803,122.9,2.49631,2.53347,-43.770
5150,95.0,20.2,3924,4.791,568.8,1477,1.803,122.9,2.49631,2.53347,-43.770
5200,95.0,20.3,3926,4.794,569.2,1473,1.799,122.2,2.49417,2.53362,-43.770
5250,95.0,20.5,3926,4.794,569.2,1473,1.799,122.2,2.49417,2.53362,-43.770
5300,95.0,20.7,3926,4.794,569.2,1473,1.799,122.2,2.49417,2.53362,-43.770
5350,95.0,21.0,3926,4.794,569.2,1473,1.799,122.2,2.49417,2.53362,-43.770
5400,95.0,21.3,3917,4.783,567.6,1473,1.799,122.2,2.49406,2.53392,-43.770
5450,95.0,21.6,3917,4.783,567.6,1473,1.799,122.2,2.49406,2.53392,-43.770
5500,95.0,22.0,3917,4.783,567.6,1473,1.799,122.2,2.49406,2.53392,-43.770
5550,95.0,22.4,3917,4.783,567.6,1473,1.799,122.2,2.49406,2.53392,-43.418
5600,95.0,22.8,3917,4.783,567.6,1473,1.799,122.2,2.49406,2.53392,-43.418
5650,95.0,23.3,3931,4.800,570.1,1567,1.913,139.3,2.49526,2.54603,-43.418
5700,95.0,23.8,3931,4.800,570.1,1567,1.913,139.3,2.49526,2.54603,-42.803
5750,95.0,24.4,3931,4.800,570.1,1567,1.913,139.3,2.49526,2.54603,-42.803
5800,95.0,24.9,3931,4.800,570.1,1567,1.913,139.3,2.49526,2.54603,-42.803
5850,94.4,25.6,3921,4.788,568.3,1640,2.002,152.6,2.51676,2.55599,-42.100
5900,93.8,26.2,3921,4.788,568.3,1640,2.002,152.6,2.51676,2.55599,-42.100
5950,93.1,26.9,3921,4.788,568.3,1640,2.002,152.6,2.51676,2.55599,-42.100
6000,92.4,27.6,3921,4.788,568.3,1640,2.002,152.6,2.51676,2.55599,-41.133
6050,91.6,28.4,3921,4.788,568.3,1640,2.002,152.6,2.51676,2.55599,-41.133
6100,90.8,29.2,3846,4.696,554.6,1761,2.150,174.7,2.55268,2.56912,-39.902
6150,90.0,30.0,3846,4.696,554.6,1761,2.150,174.7,2.55268,2.56912,-39.902
6200,89.2,30.8,3846,4.696,554.6,1761,2.150,174.7,2.55268,2.56912,-39.902
6250,88.3,31.7,3846,4.696,554.6,1761,2.150,174.7,2.55268,2.56912,-37.881
6300,87.4,32.6,3715,4.536,530.8,1857,2.267,192.2,2.57259,2.57854,-37.881
6350,86.5,33.5,3715,4.536,530.8,1857,2.267,192.2,2.57259,2.57854,-37.881
6400,85.5,34.5,3715,4.536,530.8,1857,2.267,192.2,2.57259,2.57854,-35.596
6450,84.5,35.5,3715,4.536,530.8,1857,2.267,192.2,2.57259,2.57854,-35.596
6500,83.5,36.5,3715,4.536,530.8,1857,2.267,192.2,2.57259,2.57854,-34.014
6550,82.5,37.5,3544,4.327,499.6,2013,2.458,220.6,2.60630,2.59081,-34.014
6600,81.4,38.6,3544,4.327,499.6,2013,2.458,220.6,2.60630,2.59081,-32.344
6650,80.4,39.6,3544,4.327,499.6,2013,2.458,220.6,2.60630,2.59081,-32.344
6700,79.3,40.7,3544,4.327,499.6,2013,2.458,220.6,2.60630,2.59081,-30.410
6750,78.2,41.8,3544,4.327,499.6,2013,2.458,220.6,2.60630,2.59081,-30.410
6800,77.0,43.0,3383,4.131,470.2,2183,2.665,251.6,2.63974,2.60525,-28.301
6850,75.9,44.1,3383,4.131,470.2,2183,2.665,251.6,2.63974,2.60525,-28.301
6900,74.7,45.3,3383,4.131,470.2,2183,2.665,251.6,2.63974,2.60525,-28.301
6950,73.5,46.5,3383,4.131,470.2,2183,2.665,251.6,2.63974,2.60525,-25.049
7000,72.4,47.6,3228,3.941,442.0,2338,2.855,279.8,2.67126,2.61628,-25.049
7050,71.2,48.8,3228,3.941,442.0,2338,2.855,279.8,2.67126,2.61628,-25.049
7100,69.9,50.1,3228,3.941,442.0,2338,2.855,279.8,2.67126,2.61628,-21.709
7150,68.7,51.3,3228,3.941,442.0,2338,2.855,279.8,2.67126,2.61628,-21.709
7200,67.5,52.5,3228,3.941,442.0,2338,2.855,279.8,2.67126,2.61628,-21.709
7250,66.3,53.7,3015,3.681,403.2,2535,3.095,315.7,2.69828,2.62311,-17.842
7300,65.0,55.0,3015,3.681,403.2,2535,3.095,315.7,2.69828,2.62311,-17.842
7350,63.8,56.2,3015,3.681,403.2,2535,3.095,315.7,2.69828,2.62311,-15.117
7400,62.5,57.5,3015,3.681,403.2,2535,3.095,315.7,2.69828,2.62311,-15.117
7450,61.3,58.7,2855,3.486,374.0,2698,3.294,345.4,2.71541,2.62424,-15.117
7500,60.0,60.0,2855,3.486,374.0,2698,3.294,345.4,2.71541,2.62424,-10.986
7550,58.7,61.3,2855,3.486,374.0,2698,3.294,345.4,2.71541,2.62424,-10.986
7600,57.5,62.5,2855,3.486,374.0,2698,3.294,345.4,2.71541,2.62424,-8.262
7650,56.2,63.8,2855,3.486,374.0,2698,3.294,345.4,2.71541,2.62424,-8.262
7700,55.0,65.0,2640,3.223,334.8,2903,3.545,382.8,2.72036,2.62294,-5.449
7750,53.7,66.3,2640,3.223,334.8,2903,3.545,382.8,2.72036,2.62294,-5.449
7800,52.5,67.5,2640,3.223,334.8,2903,3.545,382.8,2.72036,2.62294,-2.812
7850,51.3,68.7,2640,3.223,334.8,2903,3.545,382.8,2.72036,2.62294,-2.812
7900,50.1,69.9,2489,3.039,307.3,3068,3.746,412.8,2.72026,2.62321,-0.088
7950,48.8,71.2,2489,3.039,307.3,3068,3.746,412.8,2.72026,2.62321,-0.088
8000,47.6,72.4,2489,3.039,307.3,3068,3.746,412.8,2.72026,2.62321,2.461
8050,46.4,73.6,2489,3.039,307.3,3068,3.746,412.8,2.72026,2.62321,2.461
8100,45.3,74.7,2489,3.039,307.3,3068,3.746,412.8,2.72026,2.62321,2.461
8150,44.1,75.9,2294,2.801,271.8,3269,3.991,449.5,2.71053,2.61871,6.328
8200,43.0,77.0,2294,2.801,271.8,3269,3.991,449.5,2.71053,2.61871,6.328
8250,41.8,78.2,2294,2.801,271.8,3269,3.991,449.5,2.71053,2.61871,6.328
8301,40.7,79.3,2294,2.801,271.8,3269,3.991,449.5,2.71053,2.61871,9.492
8350,39.6,80.4,2294,2.801,271.8,3269,3.991,449.5,2.71053,2.61871,9.492
8400,38.6,81.4,2103,2.568,237.0,3453,4.216,483.0,2.66893,2.60918,9.492
8450,37.5,82.5,2103,2.568,237.0,3453,4.216,483.0,2.66893,2.60918,12.393
8500,36.5,83.5,2103,2.568,237.0,3453,4.216,483.0,2.66893,2.60918,12.393
8550,35.5,84.5,2103,2.568,237.0,3453,4.216,483.0,2.66893,2.60918,14.326
8600,34.5,85.5,2103,2.568,237.0,3453,4.216,483.0,2.66893,2.60918,14.326
8650,33.5,86.5,1942,2.371,207.6,3604,4.400,510.5,2.63212,2.59495,14.326
8700,32.6,87.4,1942,2.371,207.6,3604,4.400,510.5,2.63212,2.59495,17.227
8750,31.7,88.3,1942,2.371,207.6,3604,4.400,510.5,2.63212,2.59495,17.227
8800,30.8,89.2,1942,2.371,207.6,3604,4.400,510.5,2.63212,2.59495,18.984
8850,30.0,90.0,1815,2.216,184.5,3739,4.565,535.1,2.59425,2.58411,18.984
8900,29.2,90.8,1815,2.216,184.5,3739,4.565,535.1,2.59425,2.58411,18.984
8950,28.4,91.6,1815,2.216,184.5,3739,4.565,535.1,2.59425,2.58411,21.270
9000,27.6,92.4,1815,2.216,184.5,3739,4.565,535.1,2.59425,2.58411,21.270
9050,26.9,93.1,1815,2.216,184.5,3739,4.565,535.1,2.59425,2.58411,21.270
9100,26.2,93.8,1687,2.060,161.2,3871,4.726,559.2,2.55631,2.57232,23.115
9150,25.6,94.4,1687,2.060,161.2,3871,4.726,559.2,2.55631,2.57232,23.115
9200,24.9,95.0,1687,2.060,161.2,3871,4.726,559.2,2.55631,2.57232,24.170
9250,24.4,95.0,1687,2.060,161.2,3871,4.726,559.2,2.55631,2.57232,24.170
9300,23.8,95.0,1687,2.060,161.2,3871,4.726,559.2,2.55631,2.57232,24.170
9350,23.3,95.0,1578,1.927,141.3,3923,4.790,568.7,2.53106,2.56019,25.312
9400,22.8,95.0,1578,1.927,141.3,3923,4.790,568.7,2.53106,2.56019,25.312
9450,22.4,95.0,1578,1.927,141.3,3923,4.790,568.7,2.53106,2.56019,25.840
9500,22.0,95.0,1578,1.927,141.3,3923,4.790,568.7,2.53106,2.56019,25.840
9550,21.6,95.0,1578,1.927,141.3,3923,4.790,568.7,2.53106,2.56019,25.840
9600,21.3,95.0,1516,1.851,130.0,3918,4.784,567.7,2.49739,2.54928,26.455
9650,21.0,95.0,1516,1.851,130.0,3918,4.784,567.7,2.49739,2.54928,26.455
9700,20.7,95.0,1516,1.851,130.0,3918,4.784,567.7,2.49739,2.54928,26.807
9750,20.5,95.0,1516,1.851,130.0,3918,4.784,567.7,2.49739,2.54928,26.807
9800,20.3,95.0,1516,1.851,130.0,3918,4.784,567.7,2.49739,2.54928,26.807
9850,20.2,95.0,1485,1.813,124.4,3931,4.800,570.1,2.48175,2.54228,27.158
9900,20.1,95.0,1485,1.813,124.4,3931,4.800,570.1,2.48175,2.54228,27.158
9950,20.0,95.0,1485,1.813,124.4,3931,4.800,570.1,2.48175,2.54228,27.158
